DATE,DID,ROUTE,SID,TIME,VID,timestamp
2018-11-12,14___I_F00,14,5567,1542010379.0,7283,2018-11-12 08:12:59-08:00
2018-11-12,12___O_F00,12,3084,1542010379.0,8705,2018-11-12 08:12:59-08:00
2018-11-12,14___O_F00,14,5572,1542010379.0,7237,2018-11-12 08:12:59-08:00
2018-11-12,14___O_F00,14,5584,1542010394.0,7237,2018-11-12 08:13:14-08:00
2018-11-12,12___I_F00,12,4664,1542010409.0,8932,2018-11-12 08:13:29-08:00
2018-11-12,14___O_F00,14,5540,1542010424.0,7225,2018-11-12 08:13:44-08:00
2018-11-12,14___O_F00,14,5579,1542010424.0,7254,2018-11-12 08:13:44-08:00
2018-11-12,12___O_F00,12,4971,1542010439.0,8728,2018-11-12 08:13:59-08:00
2018-11-12,12___O_F00,12,7862,1542010439.0,8705,2018-11-12 08:13:59-08:00
2018-11-12,14___I_F00,14,5565,1542010439.0,7283,2018-11-12 08:13:59-08:00
2018-11-12,12___I_F00,12,6879,1542010439.0,8927,2018-11-12 08:13:59-08:00
2018-11-12,14___I_F00,14,7299,1542010454.0,7229,2018-11-12 08:14:14-08:00
2018-11-12,14___O_F00,14,5528,1542010469.0,7254,2018-11-12 08:14:29-08:00
2018-11-12,14___O_F00,14,5562,1542010484.0,7286,2018-11-12 08:14:44-08:00
2018-11-12,14___I_F00,14,5557,1542010484.0,7275,2018-11-12 08:14:44-08:00
2018-11-12,12___O_F00,12,3936,1542010484.0,8766,2018-11-12 08:14:44-08:00
2018-11-12,14___I_F00,14,5530,1542010484.0,7220,2018-11-12 08:14:44-08:00
2018-11-12,12___O_F00,12,3931,1542010484.0,8766,2018-11-12 08:14:44-08:00
2018-11-12,12___O_F00,12,7863,1542010499.0,8705,2018-11-12 08:14:59-08:00
2018-11-12,12___I_F00,12,4663,1542010499.0,8932,2018-11-12 08:14:59-08:00
2018-11-12,14___O_F00,14,5597,1542010499.0,7237,2018-11-12 08:14:59-08:00
2018-11-12,12___O_F00,12,4972,1542010499.0,8728,2018-11-12 08:14:59-08:00
2018-11-12,14___O_F00,14,5578,1542010499.0,7237,2018-11-12 08:14:59-08:00
2018-11-12,12___O_F00,12,5839,1542010499.0,8776,2018-11-12 08:14:59-08:00
2018-11-12,12___O_F00,12,5844,1542010499.0,8776,2018-11-12 08:14:59-08:00
2018-11-12,14___I_F00,14,5537,1542010499.0,7232,2018-11-12 08:14:59-08:00
2018-11-12,14___I_F00,14,5544,1542010514.0,7229,2018-11-12 08:15:14-08:00
2018-11-12,14___I_F00,14,5561,1542010544.0,7275,2018-11-12 08:15:44-08:00
2018-11-12,14___O_F00,14,5543,1542010544.0,7225,2018-11-12 08:15:44-08:00
2018-11-12,14___I_F00,14,5535,1542010559.0,7232,2018-11-12 08:15:59-08:00
2018-11-12,12___O_F00,12,4973,1542010559.0,8728,2018-11-12 08:15:59-08:00
2018-11-12,12___I_F00,12,7592,1542010559.0,8927,2018-11-12 08:15:59-08:00
2018-11-12,12___O_F00,12,5846,1542010574.0,8776,2018-11-12 08:16:14-08:00
2018-11-12,14___I_F00,14,5561,1542010574.0,7283,2018-11-12 08:16:14-08:00
2018-11-12,14___O_F00,14,5614,1542010574.0,7237,2018-11-12 08:16:14-08:00
2018-11-12,14___I_F00,14,5542,1542010574.0,7229,2018-11-12 08:16:14-08:00
2018-11-12,14___O_F00,14,5529,1542010589.0,7254,2018-11-12 08:16:29-08:00
2018-11-12,14___I_F00,14,5620,1542010589.0,7250,2018-11-12 08:16:29-08:00
2018-11-12,12___I_F00,12,4662,1542010589.0,8932,2018-11-12 08:16:29-08:00
2018-11-12,14___I_F00,14,7945,1542010604.0,7220,2018-11-12 08:16:44-08:00
2018-11-12,14___O_F00,14,5566,1542010604.0,7286,2018-11-12 08:16:44-08:00
2018-11-12,14___I_F00,14,5565,1542010604.0,7275,2018-11-12 08:16:44-08:00
2018-11-12,12___O_F00,12,3935,1542010604.0,8766,2018-11-12 08:16:44-08:00
2018-11-12,14___O_F00,14,5573,1542010619.0,7237,2018-11-12 08:16:59-08:00
2018-11-12,14___O_F00,14,5580,1542010619.0,7237,2018-11-12 08:16:59-08:00
